Time(s)	Ch1 (FF)	Ch2 (FF)	Ch3 (BF)
0.0	0.4917	0.4613	1.2436
0.01	0.583	0.564	1.1863
0.02	0.6253	0.7215	0.9697
0.03	0.6092	0.7608	0.1099
0.04	0.5763	0.781	-0.4559
0.05	0.5322	0.7901	-0.8022
0.06	0.4772	0.7861	-1.0314
0.07	0.4174	0.7738	-1.1906
0.08	0.356	0.7568	-1.3035
0.09	0.2959	0.738	-1.3875
0.1	0.2429	0.7195	-1.4468
0.11	0.209	0.7016	-1.3475
0.12	0.1502	0.6812	-0.7425
0.13	0.1037	0.6574	0.2165
0.14	0.068	0.6363	0.8632
0.15	0.041	0.6209	1.1114
0.16	0.0245	0.6051	1.1122
0.17	0.0097	0.5808	1.0698
0.18	-0.007	0.552	1.0614
0.19	-0.0192	0.5308	1.066
0.2	-0.0257	0.5171	1.0689
0.21	-0.0304	0.5055	1.0721
0.22	-0.0347	0.4956	1.0757
0.23	-0.0384	0.4879	1.0795
0.24	-0.0415	0.4813	1.0837
0.25	-0.0445	0.4755	1.0879
0.26	-0.0477	0.4703	1.0918
0.27	-0.0513	0.4657	1.0938
0.28	-0.0552	0.4618	1.0959
0.29	-0.0598	0.4585	1.0991
0.3	-0.0639	0.4553	1.1026
0.31	-0.0669	0.4523	1.1062
0.32	-0.07	0.4496	1.1098
0.33	-0.0738	0.4471	1.1134
0.34	-0.0783	0.4448	1.117
0.35	-0.0834	0.4425	1.1203
0.36	-0.0888	0.4402	1.1234
0.37	-0.0945	0.4379	1.1264
0.38	-0.1007	0.4357	1.1294
0.39	-0.1073	0.4336	1.1323
0.4	-0.1142	0.4316	1.135
0.41	-0.1214	0.4297	1.1375
0.42	-0.1291	0.4277	1.1399
0.43	-0.1371	0.4258	1.1421
0.44	-0.1453	0.4238	1.1442
0.45	-0.1538	0.4219	1.1461
0.46	-0.1625	0.42	1.1479
0.47	-0.1714	0.4182	1.1493
0.48	-0.1804	0.4164	1.1507
0.49	-0.1896	0.4146	1.1521
0.5	-0.199	0.4128	1.1535
0.51	-0.2085	0.411	1.1548
0.52	-0.218	0.4092	1.156
0.53	-0.2278	0.4075	1.1572
0.54	-0.2375	0.4059	1.1582
0.55	-0.2473	0.4042	1.1592
0.56	-0.2572	0.4025	1.1601
0.57	-0.267	0.4008	1.161
0.58	-0.277	0.3992	1.1619
0.59	-0.287	0.3976	1.1628
0.6	-0.2971	0.3959	1.1636
0.61	-0.3071	0.3943	1.1643
0.62	-0.3172	0.3928	1.165
0.63	-0.3272	0.3912	1.1657
0.64	-0.3372	0.3896	1.1664
0.65	-0.3472	0.3881	1.1671
0.66	-0.3573	0.3866	1.1677
0.67	-0.3674	0.3851	1.1683
0.68	-0.3775	0.3836	1.1688
0.69	-0.3876	0.3821	1.1694
0.7	-0.3977	0.3807	1.1699
0.71	-0.4077	0.3792	1.1704
0.72	-0.4176	0.3778	1.1708
0.73	-0.4275	0.3763	1.1712
0.74	-0.4372	0.3748	1.1717
0.75	-0.4469	0.3734	1.1721
0.76	-0.4566	0.3719	1.1725
0.77	-0.4662	0.3705	1.1729
0.78	-0.4756	0.3691	1.1733
0.79	-0.4849	0.3678	1.1736
0.8	-0.4941	0.3664	1.1739
0.81	-0.5032	0.3651	1.1743
0.82	-0.5124	0.3638	1.1746
0.83	-0.5214	0.3625	1.1749
0.84	-0.5303	0.3612	1.1752
0.85	-0.5391	0.3598	1.1754
0.86	-0.5478	0.3585	1.1757
0.87	-0.5564	0.3572	1.1759
0.88	-0.565	0.3559	1.1762
0.89	-0.5734	0.3546	1.1765
0.9	-0.5817	0.3533	1.1767
0.91	-0.5899	0.3521	1.1769
0.92	-0.5981	0.3509	1.1771
0.93	-0.6062	0.3497	1.1773
0.94	-0.6142	0.3484	1.1775
0.95	-0.6222	0.3472	1.1777
0.96	-0.6301	0.346	1.1779
0.97	-0.6379	0.3448	1.1781
0.98	-0.6456	0.3436	1.1783
0.99	-0.6534	0.3424	1.1786
1.0	-0.661	0.3413	1.1788
1.01	-0.6686	0.3402	1.179
1.02	-0.6762	0.339	1.1792
1.03	-0.6837	0.3379	1.1793
1.04	-0.6912	0.3368	1.1795
1.05	-0.6985	0.3357	1.1796
1.06	-0.7058	0.3346	1.1798
1.07	-0.7131	0.3335	1.1799
1.08	-0.7203	0.3325	1.18
1.09	-0.7273	0.3314	1.1802
1.1	-0.7343	0.3304	1.1803
1.11	-0.7412	0.3294	1.1805
1.12	-0.748	0.3284	1.1806
1.13	-0.7547	0.3273	1.1808
1.14	-0.7613	0.3263	1.1809
1.15	-0.7679	0.3254	1.1811
1.16	-0.7743	0.3244	1.1812
1.17	-0.7806	0.3235	1.1813
1.18	-0.7867	0.3226	1.1814
1.19	-0.7928	0.3217	1.1816
1.2	-0.7987	0.3208	1.1817
1.21	-0.8047	0.32	1.1818
1.22	-0.8106	0.3191	1.1819
1.23	-0.8164	0.3183	1.182
1.24	-0.8222	0.3174	1.1821
1.25	-0.8278	0.3167	1.1822
1.26	-0.8334	0.3159	1.1824
1.27	-0.839	0.3152	1.1825
1.28	-0.8445	0.3145	1.1826
1.29	-0.8499	0.3138	1.1827
1.3	-0.8551	0.3131	1.1828
1.31	-0.8603	0.3124	1.183
1.32	-0.8655	0.3116	1.1831
1.33	-0.8707	0.311	1.1832
1.34	-0.8757	0.3103	1.1833
1.35	-0.8807	0.3096	1.1834
1.36	-0.8856	0.309	1.1836
1.37	-0.8905	0.3084	1.1837
1.38	-0.8953	0.3077	1.1838
1.39	-0.9	0.3072	1.1839
1.4	-0.9048	0.3066	1.184
1.41	-0.9095	0.306	1.1842
1.42	-0.9142	0.3054	1.1843
1.43	-0.9188	0.3049	1.1844
1.44	-0.9232	0.3043	1.1844
1.45	-0.9275	0.3038	1.1845
1.46	-0.9318	0.3033	1.1847
1.47	-0.9362	0.3028	1.1848
1.48	-0.9405	0.3023	1.1849
1.49	-0.9447	0.3018	1.185
1.5	-0.9489	0.3013	1.1851
1.51	-0.9529	0.3008	1.1852
1.52	-0.957	0.3003	1.1853
1.53	-0.9609	0.2998	1.1854
1.54	-0.9648	0.2994	1.1855
1.55	-0.9686	0.299	1.1856
1.56	-0.9725	0.2986	1.1856
1.57	-0.9763	0.2982	1.1857
1.58	-0.9801	0.2978	1.1858
1.59	-0.9839	0.2975	1.1859
1.6	-0.9875	0.2972	1.186
1.61	-0.9912	0.2968	1.1861
1.62	-0.9947	0.2965	1.1862
1.63	-0.9983	0.2962	1.1863
1.64	-1.0018	0.2959	1.1863
1.65	-1.0052	0.2956	1.1864
1.66	-1.0087	0.2953	1.1865
1.67	-1.0121	0.2951	1.1865
1.68	-1.0154	0.2948	1.1866
1.69	-1.0188	0.2946	1.1867
1.7	-1.022	0.2943	1.1868
1.71	-1.0253	0.2941	1.1868
1.72	-1.0285	0.2938	1.1869
1.73	-1.0316	0.2936	1.1869
1.74	-1.0348	0.2934	1.187
1.75	-1.0378	0.2932	1.187
1.76	-1.0408	0.293	1.1871
1.77	-1.0437	0.2928	1.1871
1.78	-1.0466	0.2926	1.1872
1.79	-1.0496	0.2924	1.1872
1.8	-1.0525	0.2922	1.1873
1.81	-1.0553	0.292	1.1873
1.82	-1.0581	0.2918	1.1874
1.83	-1.0608	0.2916	1.1874
1.84	-1.0635	0.2914	1.1875
1.85	-1.0662	0.2912	1.1875
1.86	-1.0688	0.291	1.1876
1.87	-1.0714	0.2908	1.1876
1.88	-1.074	0.2907	1.1877
1.89	-1.0766	0.2906	1.1877
1.9	-1.0791	0.2904	1.1878
1.91	-1.0817	0.2903	1.1878
1.92	-1.0842	0.2901	1.1878
1.93	-1.0866	0.29	1.1879
1.94	-1.089	0.2899	1.1879
1.95	-1.0915	0.2898	1.1879
1.96	-1.0939	0.2896	1.188
1.97	-1.0964	0.2896	1.188
1.98	-1.0988	0.2895	1.1879
1.99	-1.1011	0.2894	1.188
2.0	-1.1034	0.2893	1.188
2.01	-1.1057	0.2893	1.188
2.02	-1.1079	0.2892	1.1881
2.03	-1.1102	0.2891	1.1881
2.04	-1.1124	0.2891	1.1881
2.05	-1.1146	0.289	1.1881
2.06	-1.1168	0.289	1.1882
2.07	-1.119	0.289	1.1882
2.08	-1.1211	0.289	1.1881
2.09	-1.1233	0.2889	1.1881
2.1	-1.1255	0.2889	1.188
2.11	-1.1276	0.2889	1.188
2.12	-1.1297	0.2889	1.188
2.13	-1.1318	0.2888	1.188
2.14	-1.1339	0.2888	1.188
2.15	-1.136	0.2888	1.188
2.16	-1.138	0.2888	1.188
2.17	-1.1401	0.2888	1.1881
2.18	-1.1421	0.2888	1.1881
2.19	-1.1441	0.2888	1.1881
2.2	-1.1462	0.2888	1.1881
2.21	-1.1482	0.2889	1.1881
2.22	-1.1502	0.2889	1.1881
2.23	-1.1522	0.2889	1.1882
2.24	-1.1543	0.289	1.1882
2.25	-1.1562	0.289	1.1882
2.26	-1.1582	0.289	1.1882
2.27	-1.1602	0.2891	1.1882
2.28	-1.1622	0.2892	1.1882
2.29	-1.1642	0.2893	1.1883
2.3	-1.1662	0.2894	1.1883
2.31	-1.1682	0.2894	1.1884
2.32	-1.1701	0.2895	1.1884
2.33	-1.1721	0.2896	1.1884
2.34	-1.174	0.2897	1.1885
2.35	-1.176	0.2898	1.1885
2.36	-1.178	0.2899	1.1886
2.37	-1.1799	0.2901	1.1886
2.38	-1.1819	0.2902	1.1887
2.39	-1.1838	0.2903	1.1887
2.4	-1.1858	0.2904	1.1887
2.41	-1.1877	0.2905	1.1888
2.42	-1.1897	0.2907	1.1888
2.43	-1.1916	0.2908	1.1888
2.44	-1.1936	0.291	1.1888
2.45	-1.1955	0.2912	1.1889
2.46	-1.1975	0.2914	1.1889
2.47	-1.1994	0.2915	1.189
2.48	-1.2014	0.2917	1.189
2.49	-1.2033	0.2918	1.1891
2.5	-1.2052	0.292	1.1891
2.51	-1.2072	0.2921	1.1892
2.52	-1.2091	0.2923	1.1892
2.53	-1.2111	0.2925	1.1893
2.54	-1.2131	0.2927	1.1893
2.55	-1.215	0.2929	1.1894
2.56	-1.217	0.2931	1.1895
2.57	-1.2189	0.2933	1.1895
2.58	-1.2209	0.2935	1.1896
2.59	-1.2228	0.2938	1.1896
2.6	-1.2248	0.294	1.1897
2.61	-1.2268	0.2942	1.1898
2.62	-1.2288	0.2945	1.1899
2.63	-1.2308	0.2947	1.1899
2.64	-1.2328	0.295	1.19
2.65	-1.2348	0.2952	1.19
2.66	-1.2368	0.2955	1.1901
2.67	-1.2388	0.2957	1.1901
2.68	-1.2408	0.296	1.1901
2.69	-1.2428	0.2962	1.1902
2.7	-1.2448	0.2965	1.1902
2.71	-1.2467	0.2968	1.1903
2.72	-1.2487	0.2971	1.1903
2.73	-1.2507	0.2975	1.1904
2.74	-1.2527	0.2978	1.1904
2.75	-1.2547	0.2981	1.1904
2.76	-1.2566	0.2984	1.1904
2.77	-1.2586	0.2987	1.1905
2.78	-1.2606	0.299	1.1905
2.79	-1.2626	0.2993	1.1905
2.8	-1.2645	0.2996	1.1905
2.81	-1.2665	0.2999	1.1905
2.82	-1.2684	0.3002	1.1906
2.83	-1.2703	0.3006	1.1906
2.84	-1.2722	0.3008	1.1906
2.85	-1.2742	0.3011	1.1906
2.86	-1.2761	0.3014	1.1906
2.87	-1.2781	0.3018	1.1906
2.88	-1.28	0.3021	1.1907
2.89	-1.2819	0.3024	1.1907
2.9	-1.2838	0.3027	1.1907
2.91	-1.2857	0.303	1.1907
2.92	-1.2876	0.3033	1.1908
2.93	-1.2895	0.3036	1.1908
2.94	-1.2914	0.3039	1.1908
2.95	-1.2933	0.3042	1.1908
2.96	-1.2952	0.3045	1.1908
2.97	-1.2971	0.3048	1.1908
2.98	-1.299	0.305	1.1908
2.99	-1.3008	0.3053	1.1907
3.0	-1.3027	0.3056	1.1907
3.01	-1.3045	0.3059	1.1907
3.02	-1.3063	0.3062	1.1907
3.03	-1.3081	0.3065	1.1907
3.04	-1.3099	0.3067	1.1907
3.05	-1.3116	0.307	1.1906
3.06	-1.3134	0.3073	1.1906
3.07	-1.3151	0.3076	1.1906
3.08	-1.3168	0.3078	1.1906
3.09	-1.3185	0.308	1.1906
3.1	-1.3202	0.3082	1.1906
3.11	-1.3219	0.3084	1.1905
3.12	-1.3236	0.3086	1.1905
3.13	-1.3252	0.3088	1.1905
3.14	-1.3268	0.3091	1.1905
3.15	-1.3284	0.3093	1.1905
3.16	-1.33	0.3095	1.1904
3.17	-1.3315	0.3096	1.1904
3.18	-1.333	0.3098	1.1904
3.19	-1.3345	0.3099	1.1905
3.2	-1.336	0.3101	1.1905
3.21	-1.3375	0.3103	1.1905
3.22	-1.339	0.3105	1.1905
3.23	-1.3404	0.3106	1.1906
3.24	-1.3419	0.3108	1.1906
3.25	-1.3434	0.3109	1.1906
3.26	-1.3448	0.3111	1.1906
3.27	-1.3462	0.3113	1.1907
3.28	-1.3476	0.3114	1.1907
3.29	-1.349	0.3116	1.1908
3.3	-1.3503	0.3117	1.1908
3.31	-1.3517	0.3119	1.1909
3.32	-1.353	0.312	1.1909
3.33	-1.3544	0.3122	1.191
3.34	-1.3556	0.3123	1.191
3.35	-1.3569	0.3124	1.191
3.36	-1.3582	0.3125	1.191
3.37	-1.3595	0.3126	1.1911
3.38	-1.3607	0.3126	1.1911
3.39	-1.362	0.3127	1.1912
3.4	-1.3632	0.3128	1.1912
3.41	-1.3644	0.3129	1.1913
3.42	-1.3655	0.3129	1.1913
3.43	-1.3667	0.313	1.1914
3.44	-1.3678	0.3131	1.1914
3.45	-1.369	0.3131	1.1914
3.46	-1.3701	0.3132	1.1913
3.47	-1.3711	0.3132	1.1913
3.48	-1.3721	0.3132	1.1913
3.49	-1.3731	0.3132	1.1913
3.5	-1.3741	0.3133	1.1913
3.51	-1.375	0.3133	1.1913
3.52	-1.376	0.3133	1.1914
3.53	-1.3769	0.3133	1.1914
3.54	-1.3778	0.3133	1.1914
3.55	-1.3787	0.3133	1.1914
3.56	-1.3795	0.3133	1.1914
3.57	-1.3804	0.3133	1.1914
3.58	-1.3812	0.3133	1.1914
3.59	-1.382	0.3134	1.1914
3.6	-1.3827	0.3134	1.1914
3.61	-1.3835	0.3134	1.1913
3.62	-1.3843	0.3134	1.1913
3.63	-1.385	0.3134	1.1914
3.64	-1.3858	0.3133	1.1914
3.65	-1.3865	0.3133	1.1914
3.66	-1.3872	0.3133	1.1914
3.67	-1.3879	0.3133	1.1914
3.68	-1.3885	0.3134	1.1914
3.69	-1.3892	0.3134	1.1914
3.7	-1.3898	0.3134	1.1914
3.71	-1.3904	0.3134	1.1914
3.72	-1.391	0.3134	1.1913
3.73	-1.3916	0.3134	1.1913
3.74	-1.3922	0.3134	1.1913
3.75	-1.3928	0.3133	1.1913
3.76	-1.3934	0.3133	1.1913
3.77	-1.394	0.3133	1.1913
3.78	-1.3945	0.3133	1.1913
3.79	-1.395	0.3133	1.1913
3.8	-1.3955	0.3133	1.1913
3.81	-1.3959	0.3133	1.1912
3.82	-1.3964	0.3132	1.1912
3.83	-1.3969	0.3132	1.1911
3.84	-1.3974	0.3132	1.191
3.85	-1.3978	0.3132	1.191
3.86	-1.3983	0.3133	1.1909
3.87	-1.3987	0.3133	1.1909
3.88	-1.3991	0.3133	1.1908
3.89	-1.3994	0.3133	1.1908
3.9	-1.3998	0.3133	1.1908
3.91	-1.4002	0.3133	1.1907
3.92	-1.4005	0.3133	1.1906
3.93	-1.4008	0.3133	1.1906
3.94	-1.4012	0.3132	1.1905
3.95	-1.4015	0.3132	1.1905
3.96	-1.4018	0.3133	1.1904
3.97	-1.4021	0.3133	1.1904
3.98	-1.4024	0.3133	1.1904
3.99	-1.4026	0.3132	1.1904
4.0	-1.4029	0.3132	1.1903
4.01	-1.4032	0.3132	1.1903
4.02	-1.4035	0.3132	1.1903
4.03	-1.4037	0.3132	1.1903
4.04	-1.4039	0.3132	1.1902
4.05	-1.4042	0.3131	1.1902
4.06	-1.4044	0.3131	1.1902
4.07	-1.4046	0.313	1.1901
4.08	-1.4049	0.313	1.1901
4.09	-1.4051	0.3129	1.1901
4.1	-1.4054	0.3128	1.1901
4.11	-1.4056	0.3127	1.1901
4.12	-1.4059	0.3126	1.19
4.13	-1.4061	0.3126	1.19
4.14	-1.4063	0.3125	1.19
4.15	-1.4065	0.3124	1.19
4.16	-1.4067	0.3124	1.19
4.17	-1.4069	0.3123	1.19
4.18	-1.4071	0.3123	1.1899
4.19	-1.4073	0.3122	1.1899
4.2	-1.4075	0.3121	1.1899
4.21	-1.4077	0.312	1.1899
4.22	-1.4079	0.3119	1.1899
4.23	-1.4082	0.3118	1.1898
4.24	-1.4083	0.3117	1.1898
4.25	-1.4085	0.3116	1.1898
4.26	-1.4086	0.3116	1.1897
4.27	-1.4088	0.3115	1.1897
4.28	-1.4089	0.3115	1.1898
4.29	-1.409	0.3114	1.1898
4.3	-1.4089	0.3113	1.1898
4.31	-1.4088	0.3112	1.1898
4.32	-1.4087	0.3111	1.1898
4.33	-1.4086	0.3109	1.1898
4.34	-1.4084	0.3108	1.1898
4.35	-1.4081	0.3107	1.1898
4.36	-1.4078	0.3106	1.1898
4.37	-1.4074	0.3105	1.1898
4.38	-1.4071	0.3104	1.1898
4.39	-1.4068	0.3103	1.1898
4.4	-1.4064	0.3102	1.1898
4.41	-1.406	0.31	1.1898
4.42	-1.4056	0.3099	1.1898
4.43	-1.4052	0.3098	1.1898
4.44	-1.4048	0.3096	1.1898
4.45	-1.4044	0.3095	1.1898
4.46	-1.4039	0.3094	1.1898
4.47	-1.4035	0.3093	1.1898
4.48	-1.403	0.3092	1.1898
4.49	-1.4026	0.3092	1.1898
4.5	-1.4022	0.309	1.1898
4.51	-1.4017	0.3089	1.1898
4.52	-1.4013	0.3088	1.1897
4.53	-1.4008	0.3086	1.1897
4.54	-1.4004	0.3085	1.1896
4.55	-1.4	0.3084	1.1896
4.56	-1.3997	0.3084	1.1896
4.57	-1.3993	0.3082	1.1895
4.58	-1.399	0.3082	1.1895
4.59	-1.3986	0.3081	1.1895
4.6	-1.3983	0.308	1.1895
4.61	-1.398	0.3079	1.1895
4.62	-1.3977	0.3078	1.1895
4.63	-1.3974	0.3077	1.1895
4.64	-1.3972	0.3076	1.1894
4.65	-1.3969	0.3075	1.1894
4.66	-1.3967	0.3074	1.1893
4.67	-1.3964	0.3073	1.1893
4.68	-1.3961	0.3071	1.1892
4.69	-1.3958	0.307	1.1892
4.7	-1.3954	0.3068	1.1892
4.71	-1.395	0.3064	1.1894
4.72	-1.3946	0.3055	1.1897
4.73	-1.3942	0.3049	1.1901
4.74	-1.3938	0.3046	1.1903
4.75	-1.3934	0.3045	1.1905
4.76	-1.3929	0.3044	1.1907
4.77	-1.3923	0.3042	1.1907
4.78	-1.3918	0.3038	1.1907
4.79	-1.3913	0.3035	1.1908
4.8	-1.3907	0.3032	1.1907
4.81	-1.3887	0.303	1.191
4.82	-1.3852	0.3019	1.1926
4.83	-1.3842	0.2971	1.1957
4.84	-1.3851	0.283	1.1994
4.85	-1.3816	0.2701	1.2029
4.86	-1.3734	0.2645	1.2057
4.87	-1.3632	0.2639	1.208
4.88	-1.3524	0.266	1.2114
4.89	-1.3417	0.2694	1.2156
4.9	-1.332	0.2734	1.2199
4.91	-1.324	0.2775	1.2237
4.92	-1.3162	0.2815	1.2267
4.93	-1.3055	0.2853	1.2289
4.94	-1.294	0.289	1.2304
4.95	-1.2835	0.2928	1.2315
4.96	-1.2749	0.2962	1.232
4.97	-1.268	0.299	1.2321
4.98	-1.2626	0.3028	1.2322
4.99	-1.2581	0.3068	1.2323
5.0	-1.254	0.3106	1.2322
5.01	-1.2502	0.3141	1.2319
5.02	-1.247	0.3168	1.2315
5.03	-1.2443	0.319	1.231
5.04	-1.2421	0.3211	1.2305
5.05	-1.2403	0.323	1.23
5.06	-1.2389	0.3249	1.2295
5.07	-1.2378	0.3265	1.2289
5.08	-1.2369	0.3279	1.2282
5.09	-1.2364	0.3289	1.2275
5.1	-1.2362	0.3299	1.2269
5.11	-1.2361	0.3308	1.2262
5.12	-1.2364	0.3316	1.2256
5.13	-1.2368	0.3324	1.2249
5.14	-1.2374	0.333	1.2242
5.15	-1.2381	0.3335	1.2236
5.16	-1.2389	0.3339	1.2229
5.17	-1.2397	0.3342	1.2223
5.18	-1.2407	0.3345	1.2217
5.19	-1.2417	0.3347	1.221
5.2	-1.2428	0.3348	1.2203
5.21	-1.2439	0.3349	1.2197
5.22	-1.245	0.335	1.2191
5.23	-1.2462	0.335	1.2184
5.24	-1.2475	0.335	1.2178
5.25	-1.2487	0.3349	1.2171
5.26	-1.25	0.3348	1.2165
5.27	-1.2513	0.3346	1.216
5.28	-1.2527	0.3344	1.2154
5.29	-1.254	0.3342	1.2149
5.3	-1.2553	0.334	1.2144
5.31	-1.2566	0.3337	1.214
5.32	-1.2579	0.3335	1.2135
5.33	-1.2593	0.3333	1.213
5.34	-1.2606	0.333	1.2126
5.35	-1.2619	0.3328	1.2121
5.36	-1.2633	0.3325	1.2117
5.37	-1.2646	0.3322	1.2113
5.38	-1.2659	0.3319	1.2109
5.39	-1.2672	0.3316	1.2105
5.4	-1.2685	0.3312	1.2101
5.41	-1.2698	0.3309	1.2097
5.42	-1.271	0.3305	1.2093
5.43	-1.2723	0.3302	1.2089
5.44	-1.2735	0.3298	1.2085
5.45	-1.2747	0.3295	1.2082
5.46	-1.2759	0.3291	1.2079
5.47	-1.2771	0.3288	1.2075
5.48	-1.2782	0.3284	1.2072
5.49	-1.2794	0.3281	1.2069
5.5	-1.2805	0.3277	1.2066
5.51	-1.2816	0.3273	1.2062
5.52	-1.2827	0.3269	1.206
5.53	-1.2837	0.3265	1.2057
5.54	-1.2847	0.3261	1.2054
5.55	-1.2856	0.3257	1.2051
5.56	-1.2865	0.3253	1.2049
5.57	-1.2875	0.3249	1.2047
5.58	-1.2885	0.3244	1.2044
5.59	-1.2894	0.324	1.2042
5.6	-1.2903	0.3236	1.2039
5.61	-1.2912	0.3232	1.2037
5.62	-1.2921	0.3227	1.2035
5.63	-1.2929	0.3223	1.2033
5.64	-1.2937	0.3219	1.2031
5.65	-1.2945	0.3216	1.2029
5.66	-1.2953	0.3212	1.2026
5.67	-1.296	0.3208	1.2024
5.68	-1.2968	0.3204	1.2022
5.69	-1.2975	0.3199	1.2021
5.7	-1.2983	0.3195	1.2019
5.71	-1.2991	0.3191	1.2017
5.72	-1.2998	0.3187	1.2015
5.73	-1.3005	0.3183	1.2013
5.74	-1.3011	0.3179	1.2011
5.75	-1.3018	0.3176	1.2009
5.76	-1.3025	0.3172	1.2006
5.77	-1.3032	0.3169	1.2004
5.78	-1.304	0.3165	1.2002
5.79	-1.3046	0.3162	1.2
5.8	-1.3054	0.3158	1.1998
5.81	-1.306	0.3154	1.1996
5.82	-1.3067	0.315	1.1995
5.83	-1.3074	0.3146	1.1992
5.84	-1.3081	0.3142	1.199
5.85	-1.3088	0.3138	1.1988
5.86	-1.3094	0.3134	1.1986
5.87	-1.3101	0.3131	1.1984
5.88	-1.3107	0.3127	1.1982
5.89	-1.3114	0.3123	1.198
5.9	-1.312	0.312	1.1978
5.91	-1.3127	0.3116	1.1976
5.92	-1.3133	0.3112	1.1974
5.93	-1.314	0.3108	1.1973
5.94	-1.3146	0.3104	1.1971
5.95	-1.3153	0.3099	1.1969
5.96	-1.3159	0.3095	1.1967
5.97	-1.3165	0.3091	1.1965
5.98	-1.3171	0.3087	1.1963
5.99	-1.3177	0.3083	1.1961
6.0	-1.3183	0.3078	1.1959
6.01	-1.3189	0.3074	1.1957
6.02	-1.3194	0.307	1.1956
6.03	-1.32	0.3065	1.1954
6.04	-1.3205	0.3061	1.1952
6.05	-1.3211	0.3057	1.1951
6.06	-1.3216	0.3052	1.1949
6.07	-1.3222	0.3047	1.1947
6.08	-1.3227	0.3043	1.1946
6.09	-1.3232	0.3039	1.1944
6.1	-1.3238	0.3035	1.1942
6.11	-1.3243	0.303	1.1941
6.12	-1.3248	0.3026	1.1939
6.13	-1.3254	0.3021	1.1938
6.14	-1.3259	0.3016	1.1936
6.15	-1.3265	0.3011	1.1935
6.16	-1.327	0.3005	1.1933
6.17	-1.3275	0.3	1.1932
6.18	-1.328	0.2995	1.193
6.19	-1.3285	0.299	1.1928
6.2	-1.3291	0.2986	1.1927
6.21	-1.3296	0.2981	1.1925
6.22	-1.3301	0.2976	1.1924
6.23	-1.3306	0.2972	1.1922
6.24	-1.3311	0.2966	1.1921
6.25	-1.3317	0.2961	1.1919
6.26	-1.3322	0.2956	1.1918
6.27	-1.3327	0.2951	1.1916
6.28	-1.3332	0.2946	1.1915
6.29	-1.3336	0.294	1.1913
6.3	-1.3341	0.2935	1.1912
6.31	-1.3346	0.293	1.191
6.32	-1.3351	0.2925	1.1909
6.33	-1.3356	0.292	1.1907
6.34	-1.3361	0.2915	1.1906
6.35	-1.3366	0.291	1.1904
6.36	-1.3371	0.2905	1.1903
6.37	-1.3376	0.29	1.1902
6.38	-1.338	0.2895	1.19
6.39	-1.3385	0.289	1.1899
6.4	-1.3389	0.2885	1.1898
6.41	-1.3393	0.288	1.1896
6.42	-1.3398	0.2874	1.1895
6.43	-1.3402	0.2869	1.1894
6.44	-1.3407	0.2864	1.1893
6.45	-1.3412	0.2859	1.1891
6.46	-1.3416	0.2854	1.189
6.47	-1.342	0.2849	1.1889
6.48	-1.3424	0.2844	1.1888
6.49	-1.3428	0.2838	1.1887
6.5	-1.3432	0.2832	1.1885
6.51	-1.3436	0.2827	1.1884
6.52	-1.344	0.2821	1.1882
6.53	-1.3443	0.2815	1.1881
6.54	-1.3447	0.281	1.188
6.55	-1.3451	0.2804	1.1878
6.56	-1.3454	0.2798	1.1877
6.57	-1.3458	0.2792	1.1876
6.58	-1.3461	0.2786	1.1875
6.59	-1.3464	0.2781	1.1874
6.6	-1.3467	0.2775	1.1872
6.61	-1.347	0.277	1.1871
6.62	-1.3473	0.2764	1.187
6.63	-1.3475	0.2758	1.1868
6.64	-1.3478	0.2753	1.1867
6.65	-1.348	0.2747	1.1866
6.66	-1.3483	0.2742	1.1864
6.67	-1.3485	0.2736	1.1863
6.68	-1.3487	0.273	1.1862
6.69	-1.349	0.2725	1.1861
6.7	-1.3492	0.2719	1.186
6.71	-1.3494	0.2714	1.1859
6.72	-1.3496	0.2708	1.1858
6.73	-1.3498	0.2703	1.1857
6.74	-1.3499	0.2698	1.1857
6.75	-1.3502	0.2693	1.1856
6.76	-1.3504	0.2688	1.1855
6.77	-1.3506	0.2682	1.1854
6.78	-1.3508	0.2677	1.1853
6.79	-1.351	0.2672	1.1852
6.8	-1.3512	0.2666	1.1851
6.81	-1.3514	0.2661	1.185
6.82	-1.3516	0.2656	1.185
6.83	-1.3518	0.265	1.1849
6.84	-1.352	0.2644	1.1848
6.85	-1.3522	0.2638	1.1848
6.86	-1.3524	0.2633	1.1847
6.87	-1.3527	0.2627	1.1847
6.88	-1.3529	0.2621	1.1846
6.89	-1.3531	0.2615	1.1846
6.9	-1.3533	0.2609	1.1845
6.91	-1.3535	0.2603	1.1844
6.92	-1.3536	0.2597	1.1844
6.93	-1.3538	0.2591	1.1843
6.94	-1.354	0.2585	1.1842
6.95	-1.3542	0.2579	1.1841
6.96	-1.3545	0.2573	1.184
6.97	-1.3547	0.2567	1.184
6.98	-1.3549	0.256	1.1839
6.99	-1.355	0.2554	1.1838
7.0	-1.3552	0.2548	1.1837
7.01	-1.3554	0.2542	1.1837
7.02	-1.3556	0.2536	1.1836
7.03	-1.3557	0.253	1.1835
7.04	-1.3559	0.2524	1.1835
7.05	-1.356	0.2518	1.1834
7.06	-1.3562	0.2512	1.1833
7.07	-1.3564	0.2506	1.1832
7.08	-1.3565	0.25	1.1831
